monat,produkt,kostenstelle,plan_menge,ist_menge,plan_preis,ist_preis,variable_stueckkosten,fixkosten_produkt
2025-05,Schreibtischlampe LED,Vertrieb West,180,185.0,38.0,38.62,14.0,800
2026-01,Tastatur Wireless,Vertrieb West,240,226.0,45.0,48.16,18.0,1200
2026-12,Schreibtisch Fix,Vertrieb Online,40,35.0,220.0,214.8,110.0,3500
2025-01,Buerostuhl Premium,Vertrieb West,30,29.0,350.0,339.35,180.0,6000
2026-04,Buerostuhl Premium,Vertrieb Online,30,28.0,350.0,351.99,180.0,6000
2026-09,Maus Wireless,Vertrieb Ost,280,297.0,28.0,29.26,10.0,900
2025-03,Tastatur Mechanisch,Vertrieb Sued,100,103.0,95.0,99.09,42.0,1800
2025-10,Buerostuhl Premium,Vertrieb West,30,28.0,350.0,335.81,180.0,6000
2025-06,Monitor 32 Zoll Curved,Vertrieb Sued,24,27.0,480.0,501.24,270.0,5000
2025-09,Webcam HD,Vertrieb Online,140,159.0,55.0,57.16,22.0,1100
2026-03,Maus Wireless,Vertrieb Nord,280,270.0,28.0,27.86,10.0,900
2026-04,Schreibtischlampe LED,Vertrieb Sued,180,156.0,38.0,38.18,14.0,800
2026-12,Tastatur Mechanisch,Vertrieb Ost,100,115.0,95.0,90.96,42.0,1800
2025-11,Schreibtisch Elektrisch,Vertrieb Sued,18,17.0,650.0,629.02,380.0,8000
2025-09,Webcam HD,Vertrieb Nord,140,151.0,55.0,52.29,22.0,1100
2025-01,Tastatur Mechanisch,Vertrieb Nord,100,101.0,95.0,96.89,42.0,1800
2025-06,Schreibtisch Elektrisch,Vertrieb Ost,18,18.0,650.0,616.66,380.0,8000
2025-01,Monitor 27 Zoll,Vertrieb Online,60,62.0,280.0,281.33,160.0,4000
2025-08,Tastatur Mechanisch,Vertrieb Nord,100,108.0,95.0,100.5,42.0,1800
2025-08,Monitor 32 Zoll Curved,Vertrieb Online,24,25.0,480.0,493.31,270.0,5000
2026-07,Monitor 24 Zoll,Vertrieb Ost,70,75.0,180.0,187.79,100.0,2500
2025-10,Schreibtisch Fix,Vertrieb Online,40,42.0,220.0,215.17,110.0,3500
2026-02,Schreibtischlampe LED,Vertrieb Nord,180,164.0,38.0,41.39,14.0,800
2026-11,Maus Wireless,Vertrieb Online,280,279.0,28.0,30.51,10.0,900
2025-10,Schreibtisch Elektrisch,Vertrieb Sued,18,18.0,650.0,685.53,380.0,8000
2025-04,Monitor 32 Zoll Curved,Vertrieb Nord,24,27.0,480.0,512.57,270.0,5000
2026-02,Schreibtischlampe LED,Vertrieb West,180,207.0,38.0,41.17,14.0,800
2026-01,Webcam HD,Vertrieb Online,140,144.0,55.0,51.03,22.0,1100
2025-09,Schreibtischlampe LED,Vertrieb Ost,180,186.0,38.0,38.61,14.0,800
2026-05,Buerostuhl Basic,Vertrieb Online,80,75.0,120.0,125.17,70.0,3000
2025-01,Dockingstation USB-C,Vertrieb Nord,76,76.0,140.0,147.51,65.0,2200
2026-04,Tastatur Mechanisch,Vertrieb Sued,100,83.0,95.0,94.9,42.0,1800
2026-09,Tastatur Mechanisch,Vertrieb Nord,100,91.0,95.0,93.89,42.0,1800
2026-11,Buerostuhl Premium,Vertrieb Online,30,29.0,350.0,374.87,180.0,6000
2026-04,Buerostuhl Basic,Vertrieb Sued,80,89.0,120.0,115.1,70.0,3000
2026-05,Buerostuhl Ergonomic,Vertrieb West,18,18.0,550.0,549.67,290.0,7000
2025-02,Webcam HD,Vertrieb Online,140,157.0,55.0,54.54,22.0,1100
2026-07,Buerostuhl Ergonomic,Vertrieb Nord,18,20.0,550.0,601.94,290.0,7000
2026-06,Buerostuhl Premium,Vertrieb Nord,30,36.0,350.0,392.48,180.0,6000
2025-01,Monitor 24 Zoll,Vertrieb Online,70,73.0,180.0,186.44,100.0,2500
2026-07,Schreibtischlampe LED,Vertrieb Ost,180,182.0,38.0,39.39,14.0,800
2026-05,Tastatur Wireless,Vertrieb Online,240,227.0,45.0,41.39,18.0,1200
2025-06,Maus Wireless,Vertrieb West,280,264.0,28.0,27.7,10.0,900
2026-08,Maus Wireless,Vertrieb Nord,280,290.0,28.0,29.26,10.0,900
2026-08,Schreibtisch Elektrisch,Vertrieb Ost,18,16.0,650.0,599.44,380.0,8000
2026-03,Monitor 27 Zoll,Vertrieb Nord,60,56.0,280.0,269.03,160.0,4000
2025-01,Monitor 32 Zoll Curved,Vertrieb Sued,24,23.0,480.0,485.17,270.0,5000
2026-09,Monitor 24 Zoll,Vertrieb Nord,70,77.0,180.0,182.28,100.0,2500
2026-07,Monitor 24 Zoll,Vertrieb Nord,70,67.0,180.0,180.03,100.0,2500
2025-06,Tastatur Mechanisch,Vertrieb Sued,100,117.0,95.0,95.12,42.0,1800
2025-06,Buerostuhl Ergonomic,Vertrieb Online,18,18.0,550.0,546.03,290.0,7000
2025-09,Monitor 32 Zoll Curved,Vertrieb Online,24,22.0,480.0,506.76,270.0,5000
2026-12,Monitor 32 Zoll Curved,Vertrieb Nord,24,20.0,480.0,432.83,270.0,5000
2026-11,Dockingstation USB-C,Vertrieb Ost,76,65.0,140.0,155.13,65.0,2200
2026-11,Headset Business,Vertrieb West,120,108.0,75.0,77.9,32.0,1600
2025-01,Webcam HD,Vertrieb Nord,140,153.0,55.0,57.21,22.0,1100
2026-06,Tastatur Mechanisch,Vertrieb Ost,100,104.0,95.0,87.41,42.0,1800
2026-02,Monitor 24 Zoll,Vertrieb Sued,70,70.0,180.0,181.59,100.0,2500
2025-02,Schreibtisch Fix,Vertrieb Online,40,38.0,220.0,229.95,110.0,3500
2025-08,Schreibtisch Fix,Vertrieb Ost,40,39.0,220.0,230.91,110.0,3500
2025-11,Monitor 32 Zoll Curved,Vertrieb Sued,24,20.0,480.0,441.32,270.0,5000
2026-11,Buerostuhl Premium,Vertrieb Sued,30,31.0,350.0,331.95,180.0,6000
2026-02,Schreibtischlampe LED,Vertrieb Sued,180,189.0,38.0,38.04,14.0,800
2026-02,Schreibtisch Elektrisch,Vertrieb Ost,18,18.0,650.0,609.9,380.0,8000
2026-05,Schreibtisch Elektrisch,Vertrieb West,18,18.0,650.0,614.47,380.0,8000
2026-06,Buerostuhl Basic,Vertrieb Sued,80,79.0,120.0,106.75,70.0,3000
2025-04,Webcam HD,Vertrieb West,140,153.0,55.0,53.94,22.0,1100
2026-11,Dockingstation USB-C,Vertrieb West,76,67.0,140.0,150.27,65.0,2200
2026-12,Buerostuhl Basic,Vertrieb Ost,80,78.0,120.0,124.92,70.0,3000
2026-01,Buerostuhl Ergonomic,Vertrieb Nord,18,18.0,550.0,569.6,290.0,7000
2025-03,Schreibtisch Fix,Vertrieb West,40,38.0,220.0,245.06,110.0,3500
2026-06,Tastatur Wireless,Vertrieb Sued,240,228.0,45.0,41.3,18.0,1200
2025-08,Schreibtischlampe LED,Vertrieb Sued,180,222.0,38.0,37.69,14.0,800
2025-11,Monitor 24 Zoll,Vertrieb Online,70,75.0,180.0,179.35,100.0,2500
2026-05,Webcam HD,Vertrieb West,140,129.0,55.0,50.0,22.0,1100
2026-10,Dockingstation USB-C,Vertrieb Nord,76,89.0,140.0,132.38,65.0,2200
2025-01,Webcam HD,Vertrieb Online,140,137.0,55.0,54.63,22.0,1100
2026-02,Buerostuhl Premium,Vertrieb Ost,30,31.0,350.0,358.83,180.0,6000
2026-02,Tastatur Wireless,Vertrieb Sued,240,235.0,45.0,44.35,18.0,1200
2025-04,Monitor 27 Zoll,Vertrieb Sued,60,55.0,280.0,286.78,160.0,4000
2025-05,Tastatur Mechanisch,Vertrieb Nord,100,100.0,95.0,91.59,42.0,1800
2025-05,Schreibtisch Fix,Vertrieb West,40,43.0,220.0,230.18,110.0,3500
2026-02,Monitor 24 Zoll,Vertrieb Ost,70,66.0,180.0,187.32,100.0,2500
2026-03,Dockingstation USB-C,Vertrieb Sued,76,66.0,140.0,149.94,65.0,2200
2025-06,Buerostuhl Premium,Vertrieb West,30,30.0,350.0,360.98,180.0,6000
2026-09,Maus Wireless,Vertrieb West,280,324.0,28.0,29.56,10.0,900
2025-08,Monitor 27 Zoll,Vertrieb Online,60,56.0,280.0,256.3,160.0,4000
2026-06,Schreibtisch Elektrisch,Vertrieb Nord,18,17.0,650.0,715.01,380.0,8000
2025-03,Tastatur Wireless,Vertrieb Online,240,279.0,45.0,47.46,18.0,1200
2025-07,Monitor 24 Zoll,Vertrieb Online,70,71.0,180.0,183.11,100.0,2500
2026-01,Maus Wireless,Vertrieb West,280,277.0,28.0,27.87,10.0,900
2026-12,Buerostuhl Ergonomic,Vertrieb West,18,16.0,550.0,567.47,290.0,7000
2025-04,Tastatur Mechanisch,Vertrieb Nord,100,97.0,95.0,94.07,42.0,1800
2026-02,Buerostuhl Premium,Vertrieb West,30,31.0,350.0,354.28,180.0,6000
2026-02,Buerostuhl Premium,Vertrieb Nord,30,27.0,350.0,351.41,180.0,6000
2025-07,Monitor 24 Zoll,Vertrieb West,70,58.0,180.0,171.24,100.0,2500
2025-08,Buerostuhl Ergonomic,Vertrieb Nord,18,16.0,550.0,543.46,290.0,7000
2026-07,Tastatur Wireless,Vertrieb Online,240,287.0,45.0,40.49,18.0,1200
2025-06,Schreibtischlampe LED,Vertrieb Online,180,198.0,38.0,39.54,14.0,800
2026-04,Buerostuhl Premium,Vertrieb Nord,30,32.0,350.0,375.52,180.0,6000
2025-12,Buerostuhl Basic,Vertrieb Sued,80,80.0,120.0,128.87,70.0,3000
2025-03,Schreibtisch Elektrisch,Vertrieb Ost,18,17.0,650.0,590.73,380.0,8000
2025-10,Buerostuhl Basic,Vertrieb Nord,80,58.0,120.0,127.53,70.0,3000
2025-10,Buerostuhl Ergonomic,Vertrieb West,18,16.0,550.0,538.71,290.0,7000
2026-05,Buerostuhl Premium,Vertrieb Sued,30,29.0,350.0,360.99,180.0,6000
2025-02,Buerostuhl Ergonomic,Vertrieb Online,18,18.0,550.0,517.16,290.0,7000
2025-11,Webcam HD,Vertrieb Online,140,132.0,55.0,54.51,22.0,1100
2025-02,Monitor 24 Zoll,Vertrieb Online,70,62.0,180.0,158.95,100.0,2500
2026-07,Tastatur Wireless,Vertrieb Sued,240,246.0,45.0,47.51,18.0,1200
2025-09,Headset Business,Vertrieb Ost,120,115.0,75.0,75.04,32.0,1600
2025-04,Schreibtisch Fix,Vertrieb Ost,40,45.0,220.0,201.67,110.0,3500
2025-02,Schreibtisch Fix,Vertrieb Nord,40,36.0,220.0,213.17,110.0,3500
2026-02,Dockingstation USB-C,Vertrieb Nord,76,90.0,140.0,141.08,65.0,2200
2025-09,Buerostuhl Ergonomic,Vertrieb Ost,18,19.0,550.0,519.33,290.0,7000
2026-04,Buerostuhl Basic,Vertrieb Ost,80,86.0,120.0,111.26,70.0,3000
2026-08,Headset Business,Vertrieb West,120,116.0,75.0,76.59,32.0,1600
2025-12,Schreibtischlampe LED,Vertrieb Ost,180,175.0,38.0,35.31,14.0,800
2025-10,Schreibtisch Fix,Vertrieb Nord,40,42.0,220.0,221.41,110.0,3500
2026-09,Dockingstation USB-C,Vertrieb West,76,86.0,140.0,136.37,65.0,2200
2026-04,Schreibtisch Fix,Vertrieb Online,40,34.0,220.0,232.09,110.0,3500
2026-09,Headset Business,Vertrieb Ost,120,122.0,75.0,83.65,32.0,1600
2026-06,Schreibtisch Elektrisch,Vertrieb Online,18,19.0,650.0,645.85,380.0,8000
2025-11,Schreibtisch Fix,Vertrieb West,40,38.0,220.0,207.07,110.0,3500
2025-10,Schreibtischlampe LED,Vertrieb Online,180,184.0,38.0,37.86,14.0,800
2025-08,Schreibtisch Fix,Vertrieb Nord,40,34.0,220.0,222.1,110.0,3500
2026-11,Tastatur Mechanisch,Vertrieb West,100,,95.0,92.0,42.0,1800
2026-09,Buerostuhl Premium,Vertrieb Nord,30,32.0,350.0,343.08,180.0,6000
2025-02,Dockingstation USB-C,Vertrieb Online,76,81.0,140.0,137.95,65.0,2200
2026-08,Buerostuhl Ergonomic,Vertrieb Online,18,18.0,550.0,549.74,290.0,7000
2026-03,Schreibtisch Elektrisch,Vertrieb Online,18,,650.0,659.11,380.0,8000
2025-08,Schreibtischlampe LED,Vertrieb Online,180,206.0,38.0,39.43,14.0,800
2026-07,Maus Wireless,Vertrieb Online,280,308.0,28.0,28.95,10.0,900
2025-11,Tastatur Wireless,Vertrieb Ost,240,210.0,45.0,45.23,18.0,1200
2025-05,Maus Wireless,Vertrieb Nord,280,246.0,28.0,26.77,10.0,900
2025-02,Tastatur Mechanisch,Vertrieb West,100,102.0,95.0,100.49,42.0,1800
2026-10,Webcam HD,Vertrieb West,140,146.0,55.0,52.03,22.0,1100
2026-03,Monitor 27 Zoll,Vertrieb Ost,60,54.0,280.0,265.44,160.0,4000
2026-01,Monitor 32 Zoll Curved,Vertrieb Sued,24,24.0,480.0,434.26,270.0,5000
2026-07,Monitor 24 Zoll,Vertrieb Online,70,82.0,180.0,187.47,100.0,2500
2026-06,Tastatur Wireless,Vertrieb Online,240,259.0,45.0,47.92,18.0,1200
2026-11,Buerostuhl Premium,Vertrieb Nord,30,35.0,350.0,338.53,180.0,6000
2025-07,Buerostuhl Basic,Vertrieb Ost,80,84.0,120.0,125.52,70.0,3000
2026-12,Headset Business,Vertrieb Sued,120,120.0,75.0,72.43,32.0,1600
2025-07,Tastatur Wireless,Vertrieb Ost,240,250.0,45.0,41.24,18.0,1200
2025-07,Buerostuhl Premium,Vertrieb West,30,26.0,350.0,383.19,180.0,6000
2025-05,Monitor 24 Zoll,Vertrieb Nord,70,86.0,180.0,188.7,100.0,2500
2025-12,Monitor 32 Zoll Curved,Vertrieb Sued,24,25.0,480.0,452.44,270.0,5000
2026-10,Buerostuhl Ergonomic,Vertrieb Nord,18,15.0,550.0,539.61,290.0,7000
2025-11,Tastatur Wireless,Vertrieb West,240,270.0,45.0,46.39,18.0,1200
2025-07,Schreibtisch Fix,Vertrieb Online,40,44.0,220.0,209.59,110.0,3500
2025-07,Monitor 32 Zoll Curved,Vertrieb West,24,24.0,480.0,488.36,270.0,5000
2026-02,Buerostuhl Premium,Vertrieb Online,30,34.0,350.0,337.83,180.0,6000
2026-06,Monitor 32 Zoll Curved,Vertrieb Sued,24,22.0,480.0,502.17,270.0,5000
2026-10,Dockingstation USB-C,Vertrieb Sued,76,87.0,140.0,139.79,65.0,2200
2025-08,Schreibtisch Fix,Vertrieb Online,40,38.0,220.0,234.24,110.0,3500
2025-10,Headset Business,Vertrieb Ost,120,125.0,75.0,74.14,32.0,1600
2025-11,Headset Business,Vertrieb Nord,120,112.0,75.0,81.78,32.0,1600
2025-10,Buerostuhl Ergonomic,Vertrieb Sued,18,16.0,550.0,556.24,290.0,7000
2026-08,Buerostuhl Premium,Vertrieb West,30,30.0,350.0,349.33,180.0,6000
2025-03,Buerostuhl Basic,Vertrieb Ost,80,88.0,120.0,116.16,70.0,3000
2026-01,Tastatur Wireless,Vertrieb Nord,240,227.0,45.0,46.55,18.0,1200
2025-11,Buerostuhl Basic,Vertrieb West,80,87.0,120.0,129.94,70.0,3000
2026-05,Monitor 24 Zoll,Vertrieb Sued,70,72.0,180.0,170.43,100.0,2500
2026-02,Tastatur Mechanisch,Vertrieb Ost,100,104.0,95.0,105.5,42.0,1800
2026-02,Buerostuhl Basic,Vertrieb Sued,80,84.0,120.0,127.12,70.0,3000
2026-06,Webcam HD,Vertrieb Nord,140,133.0,55.0,56.4,22.0,1100
2026-04,Schreibtisch Elektrisch,Vertrieb Online,18,19.0,650.0,586.72,380.0,8000
2026-06,Maus Wireless,Vertrieb West,280,320.0,28.0,28.52,10.0,900
2026-03,Maus Wireless,Vertrieb West,280,331.0,28.0,30.06,10.0,900
2026-12,Monitor 24 Zoll,Vertrieb Sued,70,76.0,180.0,187.48,100.0,2500
2025-01,Monitor 27 Zoll,Vertrieb Sued,60,63.0,280.0,272.44,160.0,4000
2025-09,Monitor 27 Zoll,Vertrieb Nord,60,54.0,280.0,264.21,160.0,4000
2025-01,Monitor 32 Zoll Curved,Vertrieb Online,24,23.0,480.0,489.98,270.0,5000
2026-11,Schreibtischlampe LED,Vertrieb West,180,152.0,38.0,36.81,14.0,800
2026-08,Schreibtisch Fix,Vertrieb Sued,40,38.0,220.0,200.71,110.0,3500
2025-03,Dockingstation USB-C,Vertrieb Ost,76,77.0,140.0,136.87,65.0,2200
2026-01,Tastatur Mechanisch,Vertrieb Ost,100,91.0,95.0,94.81,42.0,1800
2025-07,Schreibtisch Elektrisch,Vertrieb Online,18,18.0,650.0,613.09,380.0,8000
2026-09,Tastatur Wireless,Vertrieb Sued,240,275.0,45.0,48.97,18.0,1200
2026-10,Maus Wireless,Vertrieb Nord,280,225.0,28.0,28.17,10.0,900
2026-11,Monitor 27 Zoll,Vertrieb Ost,60,57.0,280.0,291.13,160.0,4000
2025-03,Schreibtisch Fix,Vertrieb Nord,40,40.0,220.0,226.72,110.0,3500
2025-12,Maus Wireless,Vertrieb Ost,280,258.0,28.0,27.04,10.0,900
2026-10,Schreibtisch Fix,Vertrieb Online,40,45.0,220.0,217.5,110.0,3500
2025-03,Webcam HD,Vertrieb Sued,140,152.0,55.0,56.58,22.0,1100
2026-10,Maus Wireless,Vertrieb Sued,280,245.0,28.0,29.52,10.0,900
2026-09,Schreibtisch Elektrisch,Vertrieb Sued,18,15.0,650.0,583.91,380.0,8000
2025-08,Tastatur Wireless,Vertrieb Nord,240,241.0,45.0,44.51,18.0,1200
2025-04,Headset Business,Vertrieb Online,120,145.0,75.0,66.37,32.0,1600
2026-08,Schreibtischlampe LED,Vertrieb Online,180,221.0,38.0,39.72,14.0,800
2025-11,Maus Wireless,Vertrieb Nord,280,272.0,28.0,28.86,10.0,900
2026-10,Schreibtischlampe LED,Vertrieb Nord,180,195.0,38.0,41.63,14.0,800
2026-12,Monitor 27 Zoll,Vertrieb West,60,58.0,280.0,263.73,160.0,4000
2026-12,Monitor 27 Zoll,Vertrieb Sued,60,66.0,280.0,277.83,160.0,4000
2026-11,Buerostuhl Premium,Vertrieb Nord,30,35.0,350.0,338.53,180.0,6000
2025-07,Schreibtisch Elektrisch,Vertrieb Ost,18,16.0,650.0,693.29,380.0,8000
2026-07,Monitor 27 Zoll,Vertrieb Nord,60,62.0,280.0,276.79,160.0,4000
2025-06,Monitor 24 Zoll,Vertrieb Online,70,68.0,180.0,177.56,100.0,2500
2026-08,Headset Business,Vertrieb Nord,120,118.0,75.0,71.75,32.0,1600
2025-03,Headset Business,Vertrieb Ost,120,126.0,75.0,78.86,32.0,1600
2026-03,Monitor 27 Zoll,Vertrieb Online,60,56.0,280.0,296.45,160.0,4000
2025-04,Buerostuhl Premium,Vertrieb Sued,30,32.0,350.0,344.87,180.0,6000
2025-01,Monitor 32 Zoll Curved,Vertrieb Ost,24,24.0,480.0,481.74,270.0,5000
2025-09,Schreibtischlampe LED,Vertrieb Sued,180,163.0,38.0,39.92,14.0,800
2026-02,Maus Wireless,Vertrieb Nord,280,224.0,28.0,27.31,10.0,900
2026-02,Tastatur Wireless,Vertrieb Online,240,223.0,45.0,46.4,18.0,1200
2025-09,Maus Wireless,Vertrieb Online,280,267.0,28.0,29.64,10.0,900
2026-02,Monitor 27 Zoll,Vertrieb Online,60,60.0,280.0,258.72,160.0,4000
2026-04,Headset Business,Vertrieb Ost,120,130.0,75.0,77.74,32.0,1600
2025-08,Headset Business,Vertrieb West,120,136.0,75.0,70.76,32.0,1600
2025-10,Schreibtischlampe LED,Vertrieb Ost,180,171.0,38.0,36.89,14.0,800
2026-08,Headset Business,Vertrieb Online,120,116.0,75.0,72.37,32.0,1600
2025-02,Schreibtischlampe LED,Vertrieb Online,180,188.0,38.0,38.83,14.0,800
2026-11,Monitor 32 Zoll Curved,Vertrieb Online,24,21.0,480.0,486.24,270.0,5000
2025-05,Schreibtisch Fix,Vertrieb Nord,40,33.0,220.0,235.29,110.0,3500
2026-05,Schreibtisch Elektrisch,Vertrieb Nord,18,16.0,650.0,688.73,380.0,8000
2026-10,Monitor 27 Zoll,Vertrieb Online,60,47.0,280.0,290.15,160.0,4000
2025-02,Buerostuhl Basic,Vertrieb Nord,80,82.0,120.0,121.75,70.0,3000
2025-08,Monitor 24 Zoll,Vertrieb Nord,70,65.0,180.0,183.21,100.0,2500
2025-08,Monitor 24 Zoll,Vertrieb Online,70,69.0,180.0,178.11,100.0,2500
2025-02,Monitor 24 Zoll,Vertrieb Ost,70,78.0,180.0,176.5,100.0,2500
2026-12,Schreibtisch Elektrisch,Vertrieb Nord,18,17.0,650.0,687.3,380.0,8000
2026-04,Schreibtisch Fix,Vertrieb Sued,40,30.0,220.0,211.29,110.0,3500
2025-01,Buerostuhl Premium,Vertrieb Online,30,35.0,350.0,344.42,180.0,6000
2026-04,Monitor 24 Zoll,Vertrieb Sued,70,77.0,180.0,181.27,100.0,2500
2026-03,Tastatur Wireless,Vertrieb Online,240,208.0,45.0,43.64,18.0,1200
2025-04,Monitor 24 Zoll,Vertrieb Ost,70,65.0,180.0,193.0,100.0,2500
2026-01,Schreibtisch Elektrisch,Vertrieb Nord,18,,650.0,649.3,380.0,8000
2025-02,Maus Wireless,Vertrieb West,280,269.0,28.0,30.49,10.0,900
2026-06,Maus Wireless,Vertrieb Nord,280,286.0,28.0,28.66,10.0,900
2025-03,Tastatur Mechanisch,Vertrieb Nord,100,98.0,95.0,91.65,42.0,1800
2026-01,Monitor 24 Zoll,Vertrieb Online,70,60.0,180.0,189.6,100.0,2500
2025-01,Dockingstation USB-C,Vertrieb Sued,76,85.0,140.0,132.29,65.0,2200
2026-09,Dockingstation USB-C,Vertrieb Online,76,82.0,140.0,140.49,65.0,2200
2026-01,Maus Wireless,Vertrieb Nord,280,232.0,28.0,28.46,10.0,900
2025-02,Buerostuhl Basic,Vertrieb West,80,86.0,120.0,116.68,70.0,3000
2026-09,Schreibtischlampe LED,Vertrieb Nord,180,183.0,38.0,38.32,14.0,800
2026-01,Buerostuhl Basic,Vertrieb Sued,80,74.0,120.0,121.01,70.0,3000
2025-01,Tastatur Wireless,Vertrieb Nord,240,273.0,45.0,47.68,18.0,1200
2026-01,Tastatur Wireless,Vertrieb Online,240,229.0,45.0,44.58,18.0,1200
2025-08,Buerostuhl Ergonomic,Vertrieb Ost,18,19.0,550.0,538.1,290.0,7000
2026-04,Schreibtisch Fix,Vertrieb Nord,40,35.0,220.0,214.78,110.0,3500
2026-10,Buerostuhl Basic,Vertrieb Nord,80,81.0,120.0,122.33,70.0,3000
2026-01,Schreibtisch Elektrisch,Vertrieb Sued,18,18.0,650.0,634.47,380.0,8000
2026-03,Headset Business,Vertrieb Ost,120,105.0,75.0,83.99,32.0,1600
2025-02,Maus Wireless,Vertrieb Online,280,302.0,28.0,28.45,10.0,900
2026-01,Buerostuhl Premium,Vertrieb Nord,30,,350.0,348.5,180.0,6000
2026-07,Schreibtisch Elektrisch,Vertrieb West,18,16.0,650.0,640.56,380.0,8000
2025-11,Monitor 24 Zoll,Vertrieb Sued,70,69.0,180.0,189.07,100.0,2500
2026-03,Monitor 32 Zoll Curved,Vertrieb Nord,24,21.0,480.0,477.88,270.0,5000
2025-04,Buerostuhl Premium,Vertrieb Online,30,31.0,350.0,346.38,180.0,6000
2025-05,Monitor 24 Zoll,Vertrieb Ost,70,80.0,180.0,174.56,100.0,2500
2026-01,Dockingstation USB-C,Vertrieb West,76,67.0,140.0,128.7,65.0,2200
2026-04,Schreibtisch Elektrisch,Vertrieb Sued,18,21.0,650.0,656.08,380.0,8000
2026-09,Webcam HD,Vertrieb Nord,140,166.0,55.0,53.95,22.0,1100
2026-06,Headset Business,Vertrieb West,120,89.0,75.0,80.21,32.0,1600
2025-01,Headset Business,Vertrieb Nord,120,112.0,75.0,73.19,32.0,1600
2025-08,Monitor 27 Zoll,Vertrieb West,60,56.0,280.0,282.23,160.0,4000
2026-06,Monitor 27 Zoll,Vertrieb Sued,60,52.0,280.0,293.02,160.0,4000
2026-11,Buerostuhl Ergonomic,Vertrieb West,18,15.0,550.0,581.17,290.0,7000
2026-10,Tastatur Mechanisch,Vertrieb Ost,100,101.0,95.0,85.72,42.0,1800
2025-02,Schreibtischlampe LED,Vertrieb Nord,180,193.0,38.0,36.96,14.0,800
2025-05,Schreibtisch Elektrisch,Vertrieb Online,18,19.0,650.0,691.23,380.0,8000
2026-06,Schreibtischlampe LED,Vertrieb Ost,180,163.0,38.0,35.03,14.0,800
2025-02,Maus Wireless,Vertrieb Nord,280,260.0,28.0,30.55,10.0,900
2026-05,Schreibtisch Elektrisch,Vertrieb Sued,18,560.0,650.0,672.32,380.0,8000
2026-10,Tastatur Wireless,Vertrieb Ost,240,302.0,45.0,45.33,18.0,1200
2026-03,Monitor 32 Zoll Curved,Vertrieb Ost,24,25.0,480.0,498.44,270.0,5000
2026-12,Tastatur Mechanisch,Vertrieb Online,100,117.0,95.0,88.19,42.0,1800
2025-09,Tastatur Wireless,Vertrieb Online,240,227.0,45.0,44.28,18.0,1200
2026-08,Monitor 27 Zoll,Vertrieb Nord,60,53.0,280.0,269.78,160.0,4000
2026-09,Buerostuhl Premium,Vertrieb Online,30,32.0,350.0,353.54,180.0,6000
2026-05,Schreibtisch Fix,Vertrieb Ost,40,45.0,220.0,236.09,110.0,3500
2026-01,Monitor 32 Zoll Curved,Vertrieb Online,24,28.0,480.0,497.43,270.0,5000
2026-11,Buerostuhl Basic,Vertrieb West,80,79.0,120.0,118.95,70.0,3000
2025-05,Tastatur Wireless,Vertrieb Nord,240,269.0,45.0,42.49,18.0,1200
2026-08,Schreibtischlampe LED,Vertrieb Nord,180,151.0,38.0,36.84,14.0,800
2025-08,Buerostuhl Basic,Vertrieb Nord,80,76.0,120.0,111.84,70.0,3000
2026-08,Buerostuhl Premium,Vertrieb Online,30,33.0,350.0,351.29,180.0,6000
2026-11,Buerostuhl Ergonomic,Vertrieb Ost,18,15.0,550.0,566.47,290.0,7000
2026-01,Buerostuhl Basic,Vertrieb Ost,80,81.0,120.0,116.31,70.0,3000
2026-08,Tastatur Mechanisch,Vertrieb Online,100,99.0,95.0,97.73,42.0,1800
2026-03,Buerostuhl Premium,Vertrieb West,30,32.0,350.0,331.62,180.0,6000
2026-02,Buerostuhl Ergonomic,Vertrieb Nord,18,15.0,550.0,604.36,290.0,7000
2025-03,Maus Wireless,Vertrieb Online,280,220.0,28.0,27.51,10.0,900
2025-02,Headset Business,Vertrieb West,120,137.0,75.0,74.81,32.0,1600
2026-06,Buerostuhl Ergonomic,Vertrieb Sued,18,18.0,550.0,512.7,290.0,7000
2025-05,Schreibtisch Fix,Vertrieb Online,40,40.0,220.0,229.03,110.0,3500
2025-09,Schreibtisch Fix,Vertrieb Nord,40,34.0,220.0,220.22,110.0,3500
2026-12,Tastatur Mechanisch,Vertrieb Nord,100,103.0,95.0,100.43,42.0,1800
2026-04,Webcam HD,Vertrieb West,140,140.0,55.0,56.89,22.0,1100
2025-07,Tastatur Mechanisch,Vertrieb West,100,108.0,95.0,96.28,42.0,1800
2025-01,Monitor 24 Zoll,Vertrieb Ost,70,54.0,180.0,185.17,100.0,2500
2026-11,Schreibtischlampe LED,Vertrieb Ost,180,167.0,38.0,38.74,14.0,800
2026-07,Buerostuhl Premium,Vertrieb Nord,30,31.0,350.0,335.71,180.0,6000
2026-03,Tastatur Mechanisch,Vertrieb Online,100,79.0,95.0,94.06,42.0,1800
2025-07,Webcam HD,Vertrieb Sued,140,138.0,55.0,54.78,22.0,1100
2026-06,Monitor 27 Zoll,Vertrieb West,60,62.0,280.0,297.33,160.0,4000
2025-05,Schreibtisch Elektrisch,Vertrieb Sued,18,19.0,650.0,652.59,380.0,8000
2025-12,Schreibtisch Fix,Vertrieb Sued,40,34.0,220.0,220.13,110.0,3500
